age,gender,education,industry,industry_experience,salary
34,Male,bachelors degree,business,16,87343.5056
37,Male,bachelors degree,business,16,93634.66320000001
40,Male,bachelors degree,business,19,77386.70160000001
34,Male,bachelors degree,business,19,89575.8864
38,Male,bachelors degree,business,8,96279.456
40,Male,bachelors degree,business,9,106113.072
34,Male,bachelors degree,business,19,86457.6232
40,Male,bachelors degree,business,8,87774.128
36,Male,bachelors degree,business,20,108394.728
35,Male,bachelors degree,business,11,92952.3088
35,Male,bachelors degree,business,13,97163.19600000001
34,Male,bachelors degree,business,11,80780.2632
34,Male,bachelors degree,business,11,87466.6936
39,Male,bachelors degree,business,14,96961.81040000002
40,Male,bachelors degree,business,19,73270.08
40,Male,bachelors degree,business,12,81424.05440000001
36,Male,bachelors degree,business,11,91420.4928
36,Male,bachelors degree,business,17,80248.948
39,Male,bachelors degree,business,11,77606.2976
36,Male,bachelors degree,business,12,75004.35280000001
38,Male,bachelors degree,business,9,73457.54000000001
38,Male,bachelors degree,business,10,71611.8624
34,Male,bachelors degree,business,17,99355.9424
38,Male,bachelors degree,business,12,94859.0448
34,Male,bachelors degree,business,8,95721.36080000001
40,Male,bachelors degree,business,13,97947.3144
37,Male,bachelors degree,business,8,71240.15600000002
36,Male,bachelors degree,business,11,85819.188
40,Male,bachelors degree,business,17,89717.2848
38,Male,bachelors degree,business,16,106854.3424
38,Male,bachelors degree,business,12,98471.1312
34,Male,bachelors degree,business,8,70116.46720000001
38,Male,bachelors degree,business,16,71255.15280000001
38,Male,bachelors degree,business,20,82380.63600000001
40,Male,bachelors degree,business,18,69089.1864
38,Male,bachelors degree,business,19,81377.9928
37,Male,bachelors degree,business,11,87057.4952
40,Male,bachelors degree,business,15,87295.3016
36,Male,bachelors degree,business,14,101343.01840000002
39,Male,bachelors degree,business,9,107931.96960000001
36,Male,bachelors degree,business,13,98639.30960000001
39,Male,bachelors degree,business,18,99965.45520000001
35,Male,bachelors degree,business,15,100506.4112
40,Male,bachelors degree,business,20,86308.7264
34,Male,bachelors degree,business,19,88670.7224
38,Male,bachelors degree,business,10,74293.07600000002
37,Male,bachelors degree,business,16,97967.66720000001
40,Male,bachelors degree,business,11,75052.5568
38,Male,bachelors degree,business,10,93269.384
36,Male,bachelors degree,business,20,107175.7024
38,Male,bachelors degree,business,19,82083.9136
36,Male,bachelors degree,business,10,101446.9248
36,Male,bachelors degree,business,18,75541.024
40,Male,bachelors degree,business,10,103410.4344
38,Male,bachelors degree,business,11,95957.0248
34,Male,bachelors degree,business,11,101877.54720000002
39,Male,bachelors degree,business,16,107876.26720000002
36,Male,bachelors degree,business,20,77998.3568
39,Male,bachelors degree,business,13,87725.92400000001
35,Male,bachelors degree,business,9,78171.8912
40,Male,bachelors degree,business,8,92313.8736
36,Male,bachelors degree,business,19,69622.64400000001
38,Male,bachelors degree,business,10,80397.84479999999
40,Male,bachelors degree,business,10,75974.86
39,Male,bachelors degree,business,17,97763.068
39,Male,bachelors degree,business,16,76927.1568
38,Male,bachelors degree,business,16,72244.9416
35,Male,bachelors degree,business,13,80813.47039999999
39,Male,bachelors degree,business,13,70517.096
39,Male,bachelors degree,business,13,73849.5992
37,Male,bachelors degree,business,10,93688.22320000001
36,Male,bachelors degree,business,14,103912.82720000001
36,Male,bachelors degree,business,12,73797.11039999999
34,Male,bachelors degree,business,9,99497.3408
36,Male,bachelors degree,business,20,76814.6808
35,Male,bachelors degree,business,9,85930.59280000001
40,Male,bachelors degree,business,16,86571.17040000002
39,Male,bachelors degree,business,17,89656.2264
38,Male,bachelors degree,business,19,76152.6792
39,Male,bachelors degree,business,11,76287.6504
38,Male,bachelors degree,business,8,105870.9808
39,Male,bachelors degree,business,12,94483.0536
40,Male,bachelors degree,business,8,106306.9592
37,Male,bachelors degree,business,16,81512.964
34,Male,bachelors degree,business,16,78222.23760000001
36,Male,bachelors degree,business,15,100741.00400000002
39,Male,bachelors degree,business,8,105717.7992
35,Male,bachelors degree,business,11,92058.928
34,Male,bachelors degree,business,19,74646.572
34,Male,bachelors degree,business,12,103937.4648
35,Male,bachelors degree,business,13,85059.7072
39,Male,bachelors degree,business,14,76448.33039999999
34,Male,bachelors degree,business,8,78578.94720000001
36,Male,bachelors degree,business,15,102176.41200000001
35,Male,bachelors degree,business,10,91725.7848
38,Male,bachelors degree,business,19,96989.6616
37,Male,bachelors degree,business,11,103174.77040000001
35,Male,bachelors degree,business,15,73250.79840000001
37,Male,bachelors degree,business,17,82108.5512
40,Male,bachelors degree,business,20,100335.0192
34,Male,bachelors degree,business,11,88086.91840000001
34,Male,bachelors degree,business,9,77263.5136
35,Male,bachelors degree,business,14,82058.20479999999
37,Male,bachelors degree,business,16,84217.744
37,Male,bachelors degree,business,19,70925.22320000001
34,Male,bachelors degree,business,10,87176.3984
34,Male,bachelors degree,business,18,79400.5576
38,Male,bachelors degree,business,15,91269.4536
39,Male,bachelors degree,business,20,88546.4632
38,Male,bachelors degree,business,14,77261.37120000001
36,Male,bachelors degree,business,9,89722.64080000001
36,Male,bachelors degree,business,14,86817.5464
36,Male,bachelors degree,business,15,99975.09600000002
40,Male,bachelors degree,business,15,68787.108
37,Male,bachelors degree,business,8,72749.4768
34,Male,bachelors degree,business,14,101352.6592
35,Male,bachelors degree,business,18,108610.0392
36,Male,bachelors degree,business,12,69223.0864
36,Male,bachelors degree,business,15,73358.9896
36,Male,bachelors degree,business,20,107750.9368
34,Male,bachelors degree,business,10,106327.312
36,Male,bachelors degree,business,13,86372.99840000001
39,Male,bachelors degree,business,13,75364.27600000001
37,Male,bachelors degree,business,19,85716.35280000001
34,Male,bachelors degree,business,18,99877.6168
38,Male,bachelors degree,business,18,88914.956
36,Male,bachelors degree,business,16,104400.22320000001
36,Male,bachelors degree,business,17,95077.5696
38,Male,bachelors degree,business,9,103651.4544
39,Male,bachelors degree,business,14,77522.744
39,Male,bachelors degree,business,15,86112.6968
38,Male,bachelors degree,business,17,104910.1144
37,Male,bachelors degree,business,19,109079.22480000001
36,Male,bachelors degree,business,16,80036.8504
37,Male,bachelors degree,business,20,71195.16560000001
35,Male,bachelors degree,business,16,84323.79280000001
40,Male,bachelors degree,business,15,108721.444
39,Male,bachelors degree,business,15,79590.16
34,Male,bachelors degree,business,19,81880.38560000001
35,Male,bachelors degree,business,9,98966.02560000001
39,Male,bachelors degree,business,11,68868.5192
34,Male,bachelors degree,business,20,101546.5464
37,Male,bachelors degree,business,8,72575.9424
36,Male,bachelors degree,business,17,88728.5672
35,Male,bachelors degree,business,11,88999.58080000001
34,Male,bachelors degree,business,10,88380.4272
35,Male,bachelors degree,business,9,87191.39520000001
36,Male,bachelors degree,business,14,100036.1544
34,Male,bachelors degree,business,17,96532.2592
35,Male,bachelors degree,business,14,71829.316
37,Male,bachelors degree,business,8,96462.6312
38,Male,bachelors degree,business,12,91073.42400000001
36,Male,bachelors degree,business,10,70326.4224
39,Male,bachelors degree,business,8,95922.7464
35,Male,bachelors degree,business,16,82652.72080000001
34,Male,bachelors degree,business,10,89974.37280000001
34,Male,bachelors degree,business,16,101943.96160000001
39,Male,bachelors degree,business,10,91206.25280000002
37,Male,bachelors degree,business,11,102453.85280000001
35,Male,bachelors degree,business,10,99626.956
36,Male,bachelors degree,business,8,102346.73280000001
38,Male,bachelors degree,business,16,73602.152
38,Male,bachelors degree,business,13,104985.09840000002
37,Male,bachelors degree,business,8,68838.52560000001
39,Male,bachelors degree,business,9,86176.9688
36,Male,bachelors degree,business,9,89676.5792
36,Male,bachelors degree,business,9,83435.768
37,Male,bachelors degree,business,14,104813.70640000001
37,Male,bachelors degree,business,14,97271.38720000001
34,Male,bachelors degree,business,11,90001.15280000001
38,Male,bachelors degree,business,14,90050.428
38,Male,bachelors degree,business,11,102053.22400000002
36,Male,bachelors degree,business,11,84466.2624
36,Male,bachelors degree,business,8,83569.668
39,Male,bachelors degree,business,20,73646.0712
36,Male,bachelors degree,business,17,95727.788
40,Male,bachelors degree,business,12,77610.5824
34,Male,bachelors degree,business,14,109081.36720000001
37,Male,bachelors degree,business,15,81035.20880000001
38,Male,bachelors degree,business,9,100565.32720000001
36,Male,bachelors degree,business,8,69872.23359999999
40,Male,bachelors degree,business,11,72250.2976
34,Male,bachelors degree,business,12,87221.3888
36,Male,bachelors degree,business,15,95437.4928
34,Male,bachelors degree,business,9,107515.2728
37,Male,bachelors degree,business,11,90414.63600000001
34,Male,bachelors degree,business,18,69777.968
38,Male,bachelors degree,business,20,105924.5408
36,Male,bachelors degree,business,17,85977.7256
37,Male,bachelors degree,business,10,95717.07600000002
38,Male,bachelors degree,business,12,108242.61760000001
35,Male,bachelors degree,business,9,96970.38
34,Male,bachelors degree,business,16,76661.49919999999
40,Male,bachelors degree,business,15,104377.728
40,Male,bachelors degree,business,10,73784.25600000001
36,Male,bachelors degree,business,10,82122.4768
37,Male,bachelors degree,business,14,72048.91200000001
34,Male,bachelors degree,business,20,84968.65520000001
40,Male,bachelors degree,business,15,71597.9368
35,Male,bachelors degree,business,19,79838.6784
37,Male,bachelors degree,business,12,103976.028
40,Male,bachelors degree,business,10,71482.24720000001
50,Male,bachelors degree,business,21,113097.29600000002
49,Male,bachelors degree,business,21,108226.54960000001
44,Male,bachelors degree,business,15,132904.85520000002
41,Male,bachelors degree,business,19,102755.9312
41,Male,bachelors degree,business,19,105545.33600000001
49,Male,bachelors degree,business,19,103615.0336
42,Male,bachelors degree,business,17,113847.13600000001
50,Male,bachelors degree,business,23,105755.2912
41,Male,bachelors degree,business,18,100450.70880000001
47,Male,bachelors degree,business,21,78328.28640000001
50,Male,bachelors degree,business,21,97381.72080000001
44,Male,bachelors degree,business,18,115886.7008
48,Male,bachelors degree,business,22,128144.4424
47,Male,bachelors degree,business,25,130829.94080000001
44,Male,bachelors degree,business,13,83338.28880000001
46,Male,bachelors degree,business,17,126225.9232
49,Male,bachelors degree,business,25,131596.92
47,Male,bachelors degree,business,21,110168.6352
45,Male,bachelors degree,business,23,98919.964
46,Male,bachelors degree,business,24,118467.22160000002
42,Male,bachelors degree,business,13,82787.69200000001
44,Male,bachelors degree,business,13,127491.01040000001
44,Male,bachelors degree,business,23,79354.49600000001
41,Male,bachelors degree,business,15,106324.09840000002
45,Male,bachelors degree,business,13,81865.3888
46,Male,bachelors degree,business,19,90463.9112
45,Male,bachelors degree,business,23,133155.516
50,Male,bachelors degree,business,18,109212.0536
50,Male,bachelors degree,business,13,86182.3248
48,Male,bachelors degree,business,17,110575.6912
46,Male,bachelors degree,business,17,133670.76320000002
42,Male,bachelors degree,business,18,88429.7024
44,Male,bachelors degree,business,19,111017.02560000001
47,Male,bachelors degree,business,12,98432.568
50,Male,bachelors degree,business,25,113668.24560000001
46,Male,bachelors degree,business,18,109685.524
50,Male,bachelors degree,business,23,88240.1
46,Male,bachelors degree,business,22,118684.67520000001
49,Male,bachelors degree,business,23,118023.74480000001
49,Male,bachelors degree,business,17,122378.17280000001
46,Male,bachelors degree,business,21,110649.604
45,Male,bachelors degree,business,20,91469.768
45,Male,bachelors degree,business,12,106607.9664
46,Male,bachelors degree,business,17,115168.99680000001
50,Male,bachelors degree,business,12,87339.22080000001
42,Male,bachelors degree,business,12,128447.592
43,Male,bachelors degree,business,22,119982.96960000001
42,Male,bachelors degree,business,20,85651.0096
43,Male,bachelors degree,business,16,105466.0672
44,Male,bachelors degree,business,14,101161.9856
43,Male,bachelors degree,business,20,77251.7304
42,Male,bachelors degree,business,14,126390.888
50,Male,bachelors degree,business,24,106751.50720000001
43,Male,bachelors degree,business,13,78458.9728
43,Male,bachelors degree,business,14,130796.7336
50,Male,bachelors degree,business,19,100466.7768
50,Male,bachelors degree,business,22,117748.4464
50,Male,bachelors degree,business,20,133239.06960000002
45,Male,bachelors degree,business,12,97603.4592
42,Male,bachelors degree,business,18,85449.62400000001
50,Male,bachelors degree,business,13,116572.2688
43,Male,bachelors degree,business,21,120332.1808
46,Male,bachelors degree,business,14,124798.0136
48,Male,bachelors degree,business,13,129694.4688
43,Male,bachelors degree,business,17,85974.512
45,Male,bachelors degree,business,12,106905.76000000001
41,Male,bachelors degree,business,17,126490.5096
41,Male,bachelors degree,business,15,116663.3208
44,Male,bachelors degree,business,15,79314.86160000002
43,Male,bachelors degree,business,23,80948.4416
49,Male,bachelors degree,business,13,99377.36640000001
43,Male,bachelors degree,business,14,123026.2488
48,Male,bachelors degree,business,14,121083.092
49,Male,bachelors degree,business,12,102097.1432
48,Male,bachelors degree,business,14,89119.5552
42,Male,bachelors degree,business,20,111351.24
41,Male,bachelors degree,business,13,89115.27040000001
46,Male,bachelors degree,business,12,103851.7688
49,Male,bachelors degree,business,20,92612.73840000002
44,Male,bachelors degree,business,18,87036.0712
41,Male,bachelors degree,business,23,101776.85440000001
47,Male,bachelors degree,business,23,98200.11760000001
42,Male,bachelors degree,business,18,120584.98400000001
44,Male,bachelors degree,business,25,128426.168
46,Male,bachelors degree,business,21,104132.4232
41,Male,bachelors degree,business,16,78259.7296
49,Male,bachelors degree,business,15,103099.78640000001
41,Male,bachelors degree,business,25,118827.14480000001
42,Male,bachelors degree,business,17,109875.12640000001
41,Male,bachelors degree,business,21,120899.9168
50,Male,bachelors degree,business,24,90683.50720000001
50,Male,bachelors degree,business,25,132757.0296
45,Male,bachelors degree,business,16,131451.2368
46,Male,bachelors degree,business,25,117147.5032
45,Male,bachelors degree,business,25,86133.04960000001
47,Male,bachelors degree,business,23,113442.2224
45,Male,bachelors degree,business,25,115067.23280000001
46,Male,bachelors degree,business,22,134574.856
48,Male,bachelors degree,business,12,99493.05600000001
41,Male,bachelors degree,business,23,77291.3648
42,Male,bachelors degree,business,25,127690.2536
46,Male,bachelors degree,business,14,101397.6496
41,Male,bachelors degree,business,22,113498.99600000001
42,Male,bachelors degree,business,23,129246.70720000002
50,Male,bachelors degree,business,20,103210.12000000001
44,Male,bachelors degree,business,14,83495.75520000001
49,Male,bachelors degree,business,20,100683.1592
44,Male,bachelors degree,business,16,82150.328
45,Male,bachelors degree,business,16,86821.8312
42,Male,bachelors degree,business,25,120836.71600000001
46,Male,bachelors degree,business,25,131601.2048
44,Male,bachelors degree,business,19,99023.87040000001
41,Male,bachelors degree,business,14,83248.308
48,Male,bachelors degree,business,14,92344.93840000001
45,Male,bachelors degree,business,16,88294.7312
42,Male,bachelors degree,business,21,129147.0856
42,Male,bachelors degree,business,24,102283.532
41,Male,bachelors degree,business,14,100255.75040000002
50,Male,bachelors degree,business,17,131428.7416
49,Male,bachelors degree,business,21,99293.81280000001
47,Male,bachelors degree,business,25,90870.96720000001
44,Male,bachelors degree,business,20,89139.908
48,Male,bachelors degree,business,21,103879.62000000001
50,Male,bachelors degree,business,12,111699.38
42,Male,bachelors degree,business,16,132857.7224
46,Male,bachelors degree,business,13,91780.41600000001
42,Male,bachelors degree,business,23,86575.45520000001
45,Male,bachelors degree,business,21,115634.9688
50,Male,bachelors degree,business,13,113579.33600000001
46,Male,bachelors degree,business,16,117393.8792
42,Male,bachelors degree,business,21,109206.6976
42,Male,bachelors degree,business,21,128437.95120000001
48,Male,bachelors degree,business,23,91404.4248
42,Male,bachelors degree,business,20,96389.7896
49,Male,bachelors degree,business,20,124124.22880000001
41,Male,bachelors degree,business,15,82894.812
42,Male,bachelors degree,business,16,126382.3184
43,Male,bachelors degree,business,18,111952.1832
49,Male,bachelors degree,business,18,109016.024
43,Male,bachelors degree,business,23,132408.88960000002
50,Male,bachelors degree,business,14,117571.69840000001
43,Male,bachelors degree,business,12,85753.84479999999
43,Male,bachelors degree,business,21,118322.60960000001
46,Male,bachelors degree,business,23,87883.39040000002
50,Male,bachelors degree,business,24,77171.3904
43,Male,bachelors degree,business,20,107344.952
41,Male,bachelors degree,business,16,119405.59280000001
44,Male,bachelors degree,business,25,120011.892
41,Male,bachelors degree,business,12,109524.84400000001
41,Male,bachelors degree,business,12,114712.66560000001
49,Male,bachelors degree,business,24,119171.0
41,Male,bachelors degree,business,17,131127.73440000002
45,Male,bachelors degree,business,19,92530.25600000001
42,Male,bachelors degree,business,15,92248.53040000002
50,Male,bachelors degree,business,24,89639.08720000001
41,Male,bachelors degree,business,13,93802.84160000001
44,Male,bachelors degree,business,24,114889.4136
42,Male,bachelors degree,business,17,83521.464
49,Male,bachelors degree,business,14,90198.2536
44,Male,bachelors degree,business,25,81901.80960000001
50,Male,bachelors degree,business,18,84370.9256
47,Male,bachelors degree,business,21,104269.5368
45,Male,bachelors degree,business,25,93334.72720000001
49,Male,bachelors degree,business,17,80980.5776
46,Male,bachelors degree,business,17,91820.05040000001
49,Male,bachelors degree,business,18,93979.5896
42,Male,bachelors degree,business,22,77292.43600000002
46,Male,bachelors degree,business,22,133868.9352
50,Male,bachelors degree,business,15,103291.5312
45,Male,bachelors degree,business,24,116801.5056
41,Male,bachelors degree,business,24,123598.26960000001
45,Male,bachelors degree,business,21,81169.1088
42,Male,bachelors degree,business,24,104373.44320000001
43,Male,bachelors degree,business,15,87413.1336
48,Male,bachelors degree,business,17,133690.0448
49,Male,bachelors degree,business,12,90657.79840000001
50,Male,bachelors degree,business,14,94590.1736
49,Male,bachelors degree,business,12,115143.288
41,Male,bachelors degree,business,16,126057.74480000001
42,Male,bachelors degree,business,12,100282.53040000002
41,Male,bachelors degree,business,21,77572.0192
45,Male,bachelors degree,business,25,99249.8936
44,Male,bachelors degree,business,15,129893.71200000001
43,Male,bachelors degree,business,17,112989.10480000002
45,Male,bachelors degree,business,15,117274.97600000001
48,Male,bachelors degree,business,19,79581.5904
44,Male,bachelors degree,business,15,131550.8584
44,Male,bachelors degree,business,18,105997.3824
44,Male,bachelors degree,business,20,124254.9152
49,Male,bachelors degree,business,23,130301.83920000002
45,Male,bachelors degree,business,21,129361.32560000001
42,Male,bachelors degree,business,12,95831.69440000001
47,Male,bachelors degree,business,18,93824.2656
41,Male,bachelors degree,business,22,112076.4424
47,Male,bachelors degree,business,21,97963.3824
41,Male,bachelors degree,business,17,78798.5432
50,Male,bachelors degree,business,19,87859.82400000001
47,Male,bachelors degree,business,19,123456.87120000001
50,Male,bachelors degree,business,14,121781.5144
45,Male,bachelors degree,business,16,84276.66
47,Male,bachelors degree,business,14,125028.32160000001
42,Male,bachelors degree,business,16,97467.4168
43,Male,bachelors degree,business,19,120793.868
42,Male,bachelors degree,business,23,101431.928
47,Male,bachelors degree,business,21,91853.25760000001
41,Male,bachelors degree,business,22,122852.71440000001
41,Male,bachelors degree,business,18,92299.948
50,Male,bachelors degree,business,13,78380.7752
42,Male,bachelors degree,business,22,112757.7256
47,Male,bachelors degree,business,16,83669.2896
48,Male,bachelors degree,business,15,127125.73120000001
45,Male,bachelors degree,business,24,127249.99040000001
46,Male,bachelors degree,business,14,106520.128
50,Male,bachelors degree,business,17,103860.33840000001
41,Male,bachelors degree,business,16,84123.4784
49,Male,bachelors degree,business,21,132638.1264
49,Male,bachelors degree,business,23,103892.4744
46,Male,bachelors degree,business,12,97080.7136
43,Male,bachelors degree,business,13,84252.0224
46,Male,bachelors degree,business,21,102571.6848
48,Male,bachelors degree,business,22,84966.51280000001
48,Male,bachelors degree,business,14,122704.8888
49,Male,bachelors degree,business,14,82049.6352
50,Male,bachelors degree,business,21,115537.48960000002
46,Male,bachelors degree,business,18,82500.61040000002
50,Male,bachelors degree,business,23,77364.20640000001
46,Male,bachelors degree,business,17,89699.0744
50,Male,bachelors degree,business,17,111141.28480000001
49,Male,bachelors degree,business,24,131094.5272
49,Male,bachelors degree,business,21,123349.7512
47,Male,bachelors degree,business,14,127200.7152
50,Male,bachelors degree,business,24,85982.01040000001
47,Male,bachelors degree,business,14,85172.1832
47,Male,bachelors degree,business,14,96196.9736
49,Male,bachelors degree,business,19,131202.7184
43,Male,bachelors degree,business,23,125603.55600000001
48,Male,bachelors degree,business,17,91582.244
46,Male,bachelors degree,business,18,132007.1896
42,Male,bachelors degree,business,17,98930.676
50,Male,bachelors degree,business,24,134066.03600000002
45,Male,bachelors degree,business,13,85603.8768
42,Male,bachelors degree,business,23,103061.22320000001
41,Male,bachelors degree,business,15,109821.56640000001
47,Male,bachelors degree,business,14,97157.84
48,Male,bachelors degree,business,25,129500.58160000002
50,Male,bachelors degree,business,21,112279.97040000002
46,Male,bachelors degree,business,20,85344.64640000001
48,Male,bachelors degree,business,12,115041.524
45,Male,bachelors degree,business,17,129649.4784
43,Male,bachelors degree,business,13,83160.46960000001
48,Male,bachelors degree,business,25,110109.71919999999
48,Male,bachelors degree,business,25,108665.74160000001
41,Male,bachelors degree,business,14,102483.84640000001
42,Male,bachelors degree,business,21,90050.428
41,Male,bachelors degree,business,22,94521.6168
43,Male,bachelors degree,business,22,103824.9888
47,Male,bachelors degree,business,24,93563.964
44,Male,bachelors degree,business,13,96580.4632
50,Male,bachelors degree,business,23,91553.32160000001
44,Male,bachelors degree,business,15,107695.2344
48,Male,bachelors degree,business,22,93503.9768
42,Male,bachelors degree,business,20,78529.672
44,Male,bachelors degree,business,22,120550.7056
45,Male,bachelors degree,business,17,95668.872
43,Male,bachelors degree,business,25,90622.4488
41,Male,bachelors degree,business,20,131798.3056
44,Male,bachelors degree,business,16,82021.78400000001
46,Male,bachelors degree,business,25,110071.15600000002
49,Male,bachelors degree,business,22,95211.46960000001
45,Male,bachelors degree,business,21,134496.65840000001
49,Male,bachelors degree,business,15,129774.8088
46,Male,bachelors degree,business,14,77212.096
44,Male,bachelors degree,business,22,81880.38560000001
44,Male,bachelors degree,business,24,96947.8848
46,Male,bachelors degree,business,12,126563.3512
41,Male,bachelors degree,business,13,97453.4912
50,Male,bachelors degree,business,23,114598.04720000002
45,Male,bachelors degree,business,14,119961.5456
47,Male,bachelors degree,business,14,88880.67760000001
49,Male,bachelors degree,business,12,95973.09280000001
41,Male,bachelors degree,business,14,109716.5888
45,Male,bachelors degree,business,15,121706.53040000002
49,Male,bachelors degree,business,13,94325.58720000001
46,Male,bachelors degree,business,22,125772.8056
49,Male,bachelors degree,business,18,117480.64640000001
43,Male,bachelors degree,business,14,99815.48720000002
58,Male,bachelors degree,business,23,136983.9848
58,Male,bachelors degree,business,18,111980.0344
53,Male,bachelors degree,business,26,144264.9312
58,Male,bachelors degree,business,20,106192.3408
53,Male,bachelors degree,business,20,134191.3664
54,Male,bachelors degree,business,22,110371.092
51,Male,bachelors degree,business,32,118061.2368
59,Male,bachelors degree,business,28,101742.57600000002
56,Male,bachelors degree,business,18,126545.14080000001
57,Male,bachelors degree,business,23,103991.0248
53,Male,bachelors degree,business,18,129664.47520000002
56,Male,bachelors degree,business,18,141881.5112
52,Male,bachelors degree,business,20,126990.76000000001
57,Male,bachelors degree,business,16,121199.85280000001
60,Male,bachelors degree,business,16,114246.6936
55,Male,bachelors degree,business,22,116837.92640000001
60,Male,bachelors degree,business,26,124656.61520000001
57,Male,bachelors degree,business,32,87798.7656
55,Male,bachelors degree,business,25,141390.9016
57,Male,bachelors degree,business,28,114412.7296
54,Male,bachelors degree,business,25,128081.24160000001
51,Male,bachelors degree,business,17,95427.85200000001
52,Male,bachelors degree,business,24,100153.98640000001
53,Male,bachelors degree,business,16,141487.3096
58,Male,bachelors degree,business,25,94375.9336
51,Male,bachelors degree,business,16,94287.024
59,Male,bachelors degree,business,35,144037.83680000002
55,Male,bachelors degree,business,28,120713.528
56,Male,bachelors degree,business,29,105881.6928
60,Male,bachelors degree,business,30,121645.47200000001
51,Male,bachelors degree,business,33,122614.908
52,Male,bachelors degree,business,21,88285.09040000002
56,Male,bachelors degree,business,35,95860.6168
55,Male,bachelors degree,business,33,110436.4352
51,Male,bachelors degree,business,30,89464.48160000001
51,Male,bachelors degree,business,27,86744.70479999999
59,Male,bachelors degree,business,23,139280.63760000002
51,Male,bachelors degree,business,22,86672.9344
60,Male,bachelors degree,business,31,135357.9032
60,Male,bachelors degree,business,23,105077.22160000002
56,Male,bachelors degree,business,23,99779.06640000001
55,Male,bachelors degree,business,16,108769.648
53,Male,bachelors degree,business,32,103672.87840000002
60,Male,bachelors degree,business,32,112730.9456
52,Male,bachelors degree,business,18,97799.4888
52,Male,bachelors degree,business,16,115557.84240000001
55,Male,bachelors degree,business,24,109154.20880000001
60,Male,bachelors degree,business,19,99602.3184
57,Male,bachelors degree,business,30,102976.59840000002
54,Male,bachelors degree,business,19,114608.7592
56,Male,bachelors degree,business,17,140326.1288
55,Male,bachelors degree,business,24,126182.00400000002
54,Male,bachelors degree,business,23,88905.31520000001
56,Male,bachelors degree,business,32,130187.22080000001
53,Male,bachelors degree,business,32,107579.54480000002
51,Male,bachelors degree,business,26,110438.5776
52,Male,bachelors degree,business,33,114529.49040000001
55,Male,bachelors degree,business,35,120934.1952
58,Male,bachelors degree,business,20,117504.21280000001
56,Male,bachelors degree,business,33,97594.88960000001
56,Male,bachelors degree,business,23,143898.5808
54,Male,bachelors degree,business,31,134764.4584
51,Male,bachelors degree,business,25,118051.59600000002
56,Male,bachelors degree,business,21,93273.6688
58,Male,bachelors degree,business,35,138290.8488
60,Male,bachelors degree,business,28,126822.58160000002
54,Male,bachelors degree,business,29,96446.5632
58,Male,bachelors degree,business,35,136937.92320000002
51,Male,bachelors degree,business,28,88124.41040000001
57,Male,bachelors degree,business,16,136355.19040000002
60,Male,bachelors degree,business,24,97542.4008
60,Male,bachelors degree,business,20,109253.8304
56,Male,bachelors degree,business,20,137476.7368
59,Male,bachelors degree,business,15,113771.08080000001
60,Male,bachelors degree,business,31,92964.092
60,Male,bachelors degree,business,18,122868.7824
52,Male,bachelors degree,business,34,143953.21200000003
59,Male,bachelors degree,business,34,141900.79280000002
57,Male,bachelors degree,business,29,97796.2752
51,Male,bachelors degree,business,28,134439.88480000003
60,Male,bachelors degree,business,27,87099.27200000001
57,Male,bachelors degree,business,32,140275.7824
59,Male,bachelors degree,business,33,106811.49440000001
60,Male,bachelors degree,business,31,106787.928
53,Male,bachelors degree,business,35,93595.0288
56,Male,bachelors degree,business,26,126299.83600000001
52,Male,bachelors degree,business,23,98342.58720000001
51,Male,bachelors degree,business,28,139405.96800000002
52,Male,bachelors degree,business,21,96506.55040000001
51,Male,bachelors degree,business,18,128531.1456
55,Male,bachelors degree,business,33,101542.26160000001
55,Male,bachelors degree,business,19,132070.3904
52,Male,bachelors degree,business,18,93923.88720000001
58,Male,bachelors degree,business,31,133976.0552
59,Male,bachelors degree,business,28,116389.09360000001
55,Male,bachelors degree,business,30,112637.7512
53,Male,bachelors degree,business,28,109925.47280000002
53,Male,bachelors degree,business,30,138045.54400000002
57,Male,bachelors degree,business,19,123800.72640000001
51,Male,bachelors degree,business,30,115352.172
57,Male,bachelors degree,business,25,109051.3736
51,Male,bachelors degree,business,27,113471.14480000001
58,Male,bachelors degree,business,31,115798.8624
51,Male,bachelors degree,business,28,91115.2008
59,Male,bachelors degree,business,33,134557.7168
60,Male,bachelors degree,business,28,132956.2728
59,Male,bachelors degree,business,26,144061.40320000003
51,Male,bachelors degree,business,35,122479.9368
57,Male,bachelors degree,business,29,122214.2792
52,Male,bachelors degree,business,34,101637.59840000002
54,Male,bachelors degree,business,24,142961.2808
53,Male,bachelors degree,business,20,131542.2888
52,Male,bachelors degree,business,33,124454.15840000001
53,Male,bachelors degree,business,16,122699.53280000002
59,Male,bachelors degree,business,28,116876.48960000002
57,Male,bachelors degree,business,34,134795.5232
55,Male,bachelors degree,business,17,119123.86720000001
55,Male,bachelors degree,business,22,106108.7872
55,Male,bachelors degree,business,31,103161.91600000001
57,Male,bachelors degree,business,17,87639.1568
60,Male,bachelors degree,business,20,117369.24160000001
54,Male,bachelors degree,business,34,98034.0816
59,Male,bachelors degree,business,29,129574.49440000001
53,Male,bachelors degree,business,27,127710.6064
59,Male,bachelors degree,business,24,90081.4928
52,Male,bachelors degree,business,32,116379.45280000001
52,Male,bachelors degree,business,35,131711.53840000002
